date_key,open,high,low,close
2022-10-17,43073.85,43406.95,42924.5,43182.9
2022-10-18,43465.4,43859.05,43389.25,43715.75
2022-10-19,43923.1,44055.9,43665.9,43890.55
2022-10-20,43824.4,44365.1,43821.55,44281.15
2022-10-21,44467.75,44670.8,44080.7,44269.2
2022-10-24,44372.9,44471.25,44090.5,44210.1
2022-10-25,44332.6,44342.3,43659.45,43752.85
2022-10-27,43858.0,44073.7,43617.2,43954.6
2022-10-28,44118.1,44202.8,43834.25,43944.1
2022-10-31,44166.35,44410.4,44031.0,44296.3
2022-11-01,44460.15,44604.85,44400.8,44564.9
2022-11-02,44583.75,44807.8,44346.7,44533.35
2022-11-03,44439.0,44782.75,44404.95,44661.85
2022-11-04,44684.7,44790.95,44409.65,44509.55
2022-11-07,44700.55,44998.9,44416.15,44709.45
2022-11-09,44696.55,45050.35,44671.95,44826.55
2022-11-10,44719.65,44927.25,44386.15,44586.9
2022-11-11,44988.15,45035.5,44431.05,44520.5
2022-11-14,44570.4,44692.55,43878.3,43919.15
2022-11-15,44054.65,44077.4,43468.05,43911.05
2022-11-16,43960.1,44012.65,43594.8,43910.3
2022-11-17,43923.4,44084.8,43775.45,43845.1
2022-11-18,43915.65,43958.8,43447.9,43747.0
2022-11-21,43647.25,43688.6,43456.2,43611.0
2022-11-22,43619.0,43881.85,43526.05,43854.15
2022-11-23,44000.8,44009.2,43736.35,43854.2
2022-11-24,43991.45,44388.45,43932.6,44241.75
2022-11-25,44331.55,44331.55,43878.75,44102.6
2022-11-28,44042.3,44313.45,43974.0,44251.05
2022-11-29,44261.05,45151.7,44254.65,45078.55
2022-11-30,45085.85,45788.05,45079.0,45536.55
2022-12-01,45680.6,45690.7,45188.1,45370.65
2022-12-02,45348.55,45351.4,45025.9,45154.2
2022-12-05,45123.05,45232.75,44781.4,45151.15
2022-12-06,44977.1,45341.2,44961.05,45287.85
2022-12-07,45423.9,45878.45,45313.95,45724.6
2022-12-08,45720.45,45986.05,45612.65,45767.05
2022-12-09,45964.95,46235.15,45821.9,46159.5
2022-12-12,46093.25,46244.2,45973.05,46215.2
2022-12-13,46312.55,46331.2,46037.15,46145.55
2022-12-14,46243.95,46285.65,45840.35,45949.35
2022-12-15,45864.4,45977.3,45427.35,45544.55
2022-12-16,45472.8,45541.6,45096.25,45320.75
2022-12-19,45449.4,46013.55,45383.0,45981.45
2022-12-20,45866.3,45888.7,45402.05,45694.7
2022-12-21,45835.0,45864.45,45189.15,45284.7
2022-12-22,45383.15,45569.5,44923.5,45085.55
2022-12-23,44823.6,44976.65,44245.65,44314.9
2022-12-26,44279.35,44864.3,44057.8,44744.05
2022-12-27,44880.05,44981.25,44480.5,44559.4
2022-12-28,44566.9,44634.7,44408.4,44589.15
2022-12-29,44537.55,44630.75,44099.0,44508.0
2022-12-30,44640.65,44740.35,44086.0,44171.45
2023-01-02,44284.2,44318.65,44000.8,44192.85
2023-01-03,44121.6,44231.75,43900.9,44013.65
2023-01-04,44104.85,44160.65,43655.0,43723.55
2023-01-05,43832.1,44533.65,43812.95,44401.5
2023-01-06,44453.75,44717.35,44287.6,44412.85
2023-01-09,44617.5,44894.55,44505.6,44796.65
2023-01-10,44800.05,44809.45,44503.8,44626.05
2023-01-11,44728.45,44752.8,44077.1,44123.0
2023-01-12,44179.4,44258.75,43802.6,43966.35
2023-01-13,44013.6,44200.55,43741.45,43955.6
2023-01-16,44065.55,44099.85,43866.15,44006.75
2023-01-17,44044.8,44582.8,44011.25,44536.1
2023-01-18,44621.8,44808.95,44505.3,44711.45
2023-01-19,44596.1,44708.95,44157.35,44326.05
2023-01-20,43887.4,44138.7,43752.0,43899.6
2023-01-23,44047.65,44295.05,43841.05,44261.9
2023-01-24,44324.85,44449.65,44214.95,44324.35
2023-01-25,44274.8,44426.9,44056.0,44284.15
2023-01-27,44483.5,44617.8,44111.15,44486.65
2023-01-30,44542.25,44548.4,43956.6,44220.35
2023-01-31,44291.65,44626.4,43721.95,44456.9
2023-02-01,44699.45,45253.75,43550.1,44958.3
2023-02-02,44989.4,46090.55,44915.85,45981.55
2023-02-03,46191.9,46229.35,45551.7,46037.2
2023-02-06,46041.25,46374.9,45874.1,46293.6
2023-02-07,46396.25,46398.7,45538.5,45758.1
2023-02-08,45795.65,45976.05,45604.65,45771.6
2023-02-09,45776.35,46012.1,45614.2,45671.25
2023-02-10,45521.1,45716.1,45303.4,45488.1
2023-02-13,45477.8,45590.5,45255.7,45508.4
2023-02-14,45595.4,46078.7,45503.1,45976.95
2023-02-15,45625.35,45845.7,45361.95,45799.2
2023-02-16,45914.1,45979.0,45657.8,45758.2
2023-02-17,45628.8,45756.45,45401.75,45617.3
2023-02-20,45726.0,45900.45,45389.3,45501.2
2023-02-21,45675.4,45820.4,45485.4,45551.95
2023-02-22,45538.4,45577.75,45329.15,45412.85
2023-02-23,45440.3,45956.1,45209.1,45530.1
2023-02-24,45656.15,45672.35,45154.55,45372.5
2023-02-27,45377.75,45384.9,44733.45,45040.75
2023-02-28,45082.0,45261.75,44667.1,44940.45
2023-03-01,44830.55,45149.0,44830.55,45062.55
2023-03-02,45128.65,45149.85,44729.35,44831.6
2023-03-03,44985.7,45471.65,44964.55,45410.0
2023-03-06,45529.25,45772.05,45427.05,45552.1
2023-03-08,45469.65,45812.95,45282.25,45722.0
2023-03-09,45724.7,45767.9,45181.15,45260.45
2023-03-10,45138.95,45398.65,44933.45,45334.75
2023-03-13,45351.5,45555.7,44861.35,44953.6
2023-03-14,45068.05,45121.15,44628.05,44714.95
2023-03-15,44873.1,45047.65,44396.9,44464.35
2023-03-16,44575.9,45021.7,44447.8,44971.2
2023-03-17,45232.35,45242.4,44573.0,44858.3
2023-03-20,44704.2,45259.5,44392.05,45213.05
2023-03-21,45282.05,45306.35,44806.75,44913.4
