_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TIMESTAMP,TIMESTAMP,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,symChange,CA
6760167eeaa921f6ae66b897,UNITDSPR,EQ,N,2024-12-16,2024-12-15T18:30:00.000Z,1544.3,1467.35,1512.05,1519.2,1533.95,1512.05,805782,1212682643.3,1647.5,1047.55,42420,INE854D01024,2024-12-16T12:01:02.894Z,2024-12-16T12:01:02.894Z,0,,1504.98,16-Dec-2024,,
675c232b39a54ec28ecfc5b7,UNITDSPR,EQ,N,2024-12-13,2024-12-12T18:30:00.000Z,1529.0,1482.85,1528.15,1512.05,1513.25,1525.95,462501,694934080.1,1647.5,1041.3,29332,INE854D01024,2024-12-13T12:06:03.253Z,2024-12-13T12:06:03.253Z,0,,1502.56,13-Dec-2024,,
675ad2b7aba46b69d5046d7b,UNITDSPR,EQ,N,2024-12-12,2024-12-11T18:30:00.000Z,1532.75,1510.8,1510.8,1525.95,1526.95,1516.8,540314,822743088.15,1647.5,1041.3,32120,INE854D01024,2024-12-12T12:10:31.861Z,2024-12-12T12:10:31.861Z,0,,1522.71,12-Dec-2024,,
67597eda69e32eca3c9673b2,UNITDSPR,EQ,N,2024-12-11,2024-12-10T18:30:00.000Z,1522.2,1506.75,1520.0,1516.8,1521.0,1513.5,324261,491612502.75,1647.5,1041.3,22147,INE854D01024,2024-12-11T12:00:26.977Z,2024-12-11T12:00:26.977Z,0,,1516.1,11-Dec-2024,,
67582d7e16c352e2b141f071,UNITDSPR,EQ,N,2024-12-10,2024-12-09T18:30:00.000Z,1526.15,1500.05,1517.0,1513.5,1508.6,1506.25,522996,792189980.25,1647.5,1041.3,27305,INE854D01024,2024-12-10T12:01:02.764Z,2024-12-10T12:01:02.764Z,0,,1514.72,10-Dec-2024,,
6756dbfd39a54ec28ecfb395,UNITDSPR,EQ,N,2024-12-09,2024-12-08T18:30:00.000Z,1522.65,1492.25,1512.7,1506.25,1508.6,1516.6,516426,776081333.35,1647.5,1041.3,41709,INE854D01024,2024-12-09T12:01:01.937Z,2024-12-09T12:01:01.937Z,0,,1502.79,09-Dec-2024,,
6752e75b2630ec1e32685176,UNITDSPR,EQ,N,2024-12-06,2024-12-05T18:30:00.000Z,1537.75,1513.05,1537.75,1516.6,1516.85,1530.1,323615,492772447.35,1647.5,1032.75,23119,INE854D01024,2024-12-06T12:00:27.403Z,2024-12-06T12:00:27.403Z,0,,1522.71,06-Dec-2024,,
675195fe8acca1b1a49d78fd,UNITDSPR,EQ,N,2024-12-05,2024-12-04T18:30:00.000Z,1535.0,1515.15,1526.2,1530.1,1528.95,1526.05,423566,647414396.35,1647.5,1032.75,34912,INE854D01024,2024-12-05T12:01:02.255Z,2024-12-05T12:01:02.255Z,0,,1528.49,05-Dec-2024,,
6750447e5efd600b138be6e7,UNITDSPR,EQ,N,2024-12-04,2024-12-03T18:30:00.000Z,1549.0,1520.65,1549.0,1526.05,1525.0,1542.95,618463,945570865.35,1647.5,1032.75,39974,INE854D01024,2024-12-04T12:01:02.091Z,2024-12-04T12:01:02.091Z,0,,1528.9,04-Dec-2024,,
674ef2fe255fd66265b21ed6,UNITDSPR,EQ,N,2024-12-03,2024-12-02T18:30:00.000Z,1545.0,1513.1,1532.4,1542.95,1544.0,1532.2,522548,804297146.3,1647.5,1032.75,33782,INE854D01024,2024-12-03T12:01:02.061Z,2024-12-03T12:01:02.061Z,0,,1539.18,03-Dec-2024,,
674da17e9877930d399cada2,UNITDSPR,EQ,N,2024-12-02,2024-12-01T18:30:00.000Z,1552.85,1520.0,1542.0,1532.2,1532.4,1529.1,554366,853350240.05,1647.5,1032.75,43307,INE854D01024,2024-12-02T12:01:02.683Z,2024-12-02T12:01:02.683Z,0,,1539.33,02-Dec-2024,,
6749c28803e42dbdbf1f4517,UNITDSPR,EQ,N,2024-11-29,2024-11-28T18:30:00.000Z,1541.95,1501.15,1516.0,1529.1,1531.0,1502.75,1224425,1871709549.75,1647.5,1032.05,48322,INE854D01024,2024-11-29T13:32:56.682Z,2024-11-29T13:32:56.682Z,0,,1528.64,29-Nov-2024,,
6748852a698d46a5805df896,UNITDSPR,EQ,N,2024-11-28,2024-11-27T18:30:00.000Z,1522.75,1495.45,1521.4,1502.75,1506.85,1515.75,566858,854620600.15,1647.5,1032.05,32316,INE854D01024,2024-11-28T14:58:50.759Z,2024-11-28T14:58:50.759Z,0,,1507.64,28-Nov-2024,,
674709fe95724a0f1a7521be,UNITDSPR,EQ,N,2024-11-27,2024-11-26T18:30:00.000Z,1526.95,1500.05,1518.7,1515.75,1521.55,1511.15,547190,825430518.2,1647.5,1032.05,31174,INE854D01024,2024-11-27T12:01:02.506Z,2024-11-27T12:01:02.506Z,0,,1508.49,27-Nov-2024,,
6745b85b92e9a1a6f6c20c40,UNITDSPR,EQ,N,2024-11-26,2024-11-25T18:30:00.000Z,1528.75,1466.9,1486.1,1511.15,1509.3,1486.1,658663,993407759.75,1647.5,1032.05,46278,INE854D01024,2024-11-26T12:00:27.848Z,2024-11-26T12:00:27.848Z,0,,1508.22,26-Nov-2024,,
67446937ade043122ffefae7,UNITDSPR,EQ,N,2024-11-25,2024-11-24T18:30:00.000Z,1543.7,1476.15,1518.9,1486.1,1484.9,1500.15,3600031,5400362726.85,1647.5,1032.05,80462,INE854D01024,2024-11-25T12:10:31.852Z,2024-11-25T12:10:31.852Z,0,,1500.09,25-Nov-2024,,
6740bc9ea04410b2051ab2d1,UNITDSPR,EQ,N,2024-11-22,2024-11-21T18:30:00.000Z,1508.0,1489.7,1493.0,1500.15,1500.0,1493.05,621662,931898283.8,1647.5,1032.05,32702,INE854D01024,2024-11-22T17:17:18.093Z,2024-11-22T17:17:18.093Z,0,,1499.04,22-Nov-2024,,
673f4a967856f2a6c77469bd,UNITDSPR,EQ,N,2024-11-21,2024-11-20T18:30:00.000Z,1504.95,1481.55,1500.0,1493.05,1493.85,1487.4,545772,814997570.6,1647.5,1032.05,35374,INE854D01024,2024-11-21T14:58:30.388Z,2024-11-21T14:58:30.388Z,0,,1493.29,21-Nov-2024,,
673c9d4f7d371e69501bf41b,UNITDSPR,EQ,N,2024-11-19,2024-11-18T18:30:00.000Z,1505.95,1475.25,1479.0,1487.4,1487.4,1470.8,701161,1046188196.75,1647.5,1032.05,38897,INE854D01024,2024-11-19T14:14:39.338Z,2024-11-19T14:14:39.338Z,0,,1492.08,19-Nov-2024,,
673b55fdd3f4c3bb62574d36,UNITDSPR,EQ,N,2024-11-18,2024-11-17T18:30:00.000Z,1481.85,1440.25,1443.0,1470.8,1469.15,1442.35,934866,1371308729.85,1647.5,1032.05,56849,INE854D01024,2024-11-18T14:58:05.687Z,2024-11-18T14:58:05.687Z,0,,1466.85,18-Nov-2024,,
6735e67eeac4892b7af2f7d2,UNITDSPR,EQ,N,2024-11-14,2024-11-13T18:30:00.000Z,1454.55,1425.2,1427.7,1442.35,1443.0,1427.7,548233,792070199.1,1647.5,1027.0,31470,INE854D01024,2024-11-14T12:01:02.175Z,2024-11-14T12:01:02.175Z,0,,1444.77,14-Nov-2024,,
673494fe036449975278d91e,UNITDSPR,EQ,N,2024-11-13,2024-11-12T18:30:00.000Z,1443.85,1423.45,1433.1,1427.7,1428.3,1446.8,296683,425151118.1,1647.5,1027.0,27186,INE854D01024,2024-11-13T12:01:02.815Z,2024-11-13T12:01:02.815Z,0,,1433.01,13-Nov-2024,,
6733477fcabf8e1b7d93bea4,UNITDSPR,EQ,N,2024-11-12,2024-11-11T18:30:00.000Z,1481.55,1439.1,1475.0,1446.8,1448.5,1475.85,681448,992916277.2,1647.5,1027.0,34922,INE854D01024,2024-11-12T12:18:07.889Z,2024-11-12T12:18:07.889Z,0,,1457.07,12-Nov-2024,,
673200356a51627d52e46aa6,UNITDSPR,EQ,N,2024-11-11,2024-11-10T18:30:00.000Z,1495.4,1447.0,1458.0,1475.85,1475.0,1448.65,650600,958985594.0,1647.5,1027.0,41230,INE854D01024,2024-11-11T13:01:41.457Z,2024-11-11T13:01:41.457Z,0,,1474.0,11-Nov-2024,,
672e19bcefd84b77a866ea26,UNITDSPR,EQ,N,2024-11-08,2024-11-07T18:30:00.000Z,1455.95,1432.95,1441.1,1448.65,1446.75,1438.95,1499108,2168259568.85,1647.5,1023.95,42799,INE854D01024,2024-11-08T14:01:32.310Z,2024-11-08T14:01:32.310Z,0,,1446.37,08-Nov-2024,,
672cabfe2c6f1235ce77d715,UNITDSPR,EQ,N,2024-11-07,2024-11-06T18:30:00.000Z,1465.95,1424.25,1453.8,1438.95,1436.0,1456.35,283200,406898700.35,1647.5,1023.95,25104,INE854D01024,2024-11-07T12:01:02.247Z,2024-11-07T12:01:02.247Z,0,,1436.79,07-Nov-2024,,
672b7e68442e6080b487357d,UNITDSPR,EQ,N,2024-11-06,2024-11-05T18:30:00.000Z,1460.45,1444.5,1449.9,1456.35,1453.8,1446.35,240099,349262722.7,1647.5,1023.95,19981,INE854D01024,2024-11-06T14:34:16.844Z,2024-11-06T14:34:16.844Z,0,,1454.66,06-Nov-2024,,
672a08fe381b36a9f984978d,UNITDSPR,EQ,N,2024-11-05,2024-11-04T18:30:00.000Z,1450.95,1429.55,1432.0,1446.35,1446.2,1436.05,281371,405827603.8,1647.5,1023.95,24333,INE854D01024,2024-11-05T12:01:02.954Z,2024-11-05T12:01:02.954Z,0,,1442.32,05-Nov-2024,,
6728b77eb83724e3adea2321,UNITDSPR,EQ,N,2024-11-04,2024-11-03T18:30:00.000Z,1455.0,1418.4,1455.0,1436.05,1436.45,1453.15,444771,637622521.35,1647.5,1023.95,31736,INE854D01024,2024-11-04T12:01:02.830Z,2024-11-04T12:01:02.830Z,0,,1433.6,04-Nov-2024,,
6725022029f871cd05391b35,UNITDSPR,EQ,N,2024-11-01,2024-10-31T18:30:00.000Z,1474.95,1450.05,1467.5,1453.15,1453.0,1449.1,54659,79587595.75,1647.5,1011.25,4574,INE854D01024,2024-11-01T16:30:24.402Z,2024-11-01T16:30:24.402Z,0,,1456.07,01-Nov-2024,,
6723715c01eda0e61eca04fe,UNITDSPR,EQ,N,2024-10-31,2024-10-30T18:30:00.000Z,1459.9,1426.6,1443.0,1449.1,1450.2,1445.85,522184,752361498.05,1647.5,1011.25,40418,INE854D01024,2024-10-31T12:00:29.012Z,2024-10-31T12:00:29.012Z,0,,1440.8,31-Oct-2024,,
67223dabaa99000031f650a0,UNITDSPR,EQ,N,2024-10-30,2024-10-29T18:30:00.000Z,1452.0,1433.0,1440.35,1445.85,1450.0,1448.25,685466,988684960.6,1647.5,1011.25,32485,INE854D01024,2024-10-30T14:07:39.320Z,2024-10-30T14:07:39.320Z,0,,1442.35,30-Oct-2024,,
6720e98772782eab7d470c73,UNITDSPR,EQ,N,2024-10-29,2024-10-28T18:30:00.000Z,1473.4,1429.2,1469.15,1448.25,1452.15,1466.8,569482,821447166.95,1647.5,1011.25,28673,INE854D01024,2024-10-29T13:56:23.237Z,2024-10-29T13:56:23.237Z,0,,1442.45,29-Oct-2024,,
671f89dbe5651d531a119042,UNITDSPR,EQ,N,2024-10-28,2024-10-27T18:30:00.000Z,1490.0,1460.7,1480.2,1466.8,1464.95,1480.2,322416,474213295.25,1647.5,1011.25,29041,INE854D01024,2024-10-28T12:55:55.234Z,2024-10-28T12:55:55.234Z,0,,1470.81,28-Oct-2024,,
671bcefd9a9d50c68bb8b97d,UNITDSPR,EQ,N,2024-10-25,2024-10-24T18:30:00.000Z,1502.9,1454.95,1455.0,1480.2,1483.25,1459.7,1101554,1625959127.8,1647.5,993.85,79753,INE854D01024,2024-10-25T17:01:49.723Z,2024-10-25T17:01:49.723Z,0,,1476.06,25-Oct-2024,,
671a36fe17c258206089f7fc,UNITDSPR,EQ,N,2024-10-24,2024-10-23T18:30:00.000Z,1493.0,1440.0,1475.0,1459.7,1467.4,1466.35,1227944,1796285028.8,1647.5,993.85,69349,INE854D01024,2024-10-24T12:01:02.064Z,2024-10-24T12:01:02.064Z,0,,1462.84,24-Oct-2024,,
6719035a2bfd5a3822f84390,UNITDSPR,EQ,N,2024-10-23,2024-10-22T18:30:00.000Z,1484.85,1455.0,1465.0,1466.35,1468.0,1473.0,1172365,1721681555.95,1647.5,993.85,69742,INE854D01024,2024-10-23T14:08:26.124Z,2024-10-23T14:08:26.124Z,0,,1468.55,23-Oct-2024,,
671793ddf67b3716574bb559,UNITDSPR,EQ,N,2024-10-22,2024-10-21T18:30:00.000Z,1497.2,1468.75,1493.7,1473.0,1475.6,1495.2,741250,1095247294.05,1647.5,993.85,39951,INE854D01024,2024-10-22T12:00:29.149Z,2024-10-22T12:00:29.149Z,0,,1477.57,22-Oct-2024,,
6716425fcf7be881468b5a7e,UNITDSPR,EQ,N,2024-10-21,2024-10-20T18:30:00.000Z,1532.85,1490.9,1517.05,1495.2,1493.4,1519.25,272480,409971141.45,1647.5,993.85,23981,INE854D01024,2024-10-21T12:00:31.100Z,2024-10-21T12:00:31.100Z,0,,1504.59,21-Oct-2024,,
67124de3c7e16b7ca76a133a,UNITDSPR,EQ,N,2024-10-18,2024-10-17T18:30:00.000Z,1526.95,1502.0,1525.0,1519.25,1515.0,1528.15,709462,1074475668.5,1647.5,993.85,36553,INE854D01024,2024-10-18T12:00:35.564Z,2024-10-18T12:00:35.564Z,0,,1514.49,18-Oct-2024,,
6710fc7ee6e75841271b8af0,UNITDSPR,EQ,N,2024-10-17,2024-10-16T18:30:00.000Z,1553.0,1520.8,1552.9,1528.15,1527.6,1553.3,537173,822044471.75,1647.5,993.85,48587,INE854D01024,2024-10-17T12:01:02.342Z,2024-10-17T12:01:02.342Z,0,,1530.32,17-Oct-2024,,
670faaddd77fa3184131aa70,UNITDSPR,EQ,N,2024-10-16,2024-10-15T18:30:00.000Z,1561.0,1537.05,1550.0,1553.3,1550.65,1547.8,546976,848299080.55,1647.5,993.85,37566,INE854D01024,2024-10-16T12:00:29.221Z,2024-10-16T12:00:29.221Z,0,,1550.89,16-Oct-2024,,
670e597e02ee98bae749ab4f,UNITDSPR,EQ,N,2024-10-15,2024-10-14T18:30:00.000Z,1552.3,1521.35,1539.6,1547.8,1550.0,1540.45,441089,679609839.95,1647.5,993.85,42234,INE854D01024,2024-10-15T12:01:02.070Z,2024-10-15T12:01:02.070Z,0,,1540.75,15-Oct-2024,,
670d07dd218cd3aa08465fdd,UNITDSPR,EQ,N,2024-10-14,2024-10-13T18:30:00.000Z,1546.2,1519.9,1540.0,1540.45,1539.35,1519.55,426793,654003995.35,1647.5,993.85,30194,INE854D01024,2024-10-14T12:00:29.269Z,2024-10-14T12:00:29.269Z,0,,1532.37,14-Oct-2024,,
670913625b07060aa203f516,UNITDSPR,EQ,N,2024-10-11,2024-10-10T18:30:00.000Z,1522.0,1491.1,1515.35,1519.55,1522.0,1507.8,316816,479051547.45,1647.5,993.85,24840,INE854D01024,2024-10-11T12:00:34.187Z,2024-10-11T12:00:34.187Z,0,,1512.08,11-Oct-2024,,
6707c1e1bcc6863998dbf321,UNITDSPR,EQ,N,2024-10-10,2024-10-09T18:30:00.000Z,1546.95,1502.35,1526.0,1507.8,1511.05,1523.45,369677,562000529.6,1647.5,993.85,34522,INE854D01024,2024-10-10T12:00:33.892Z,2024-10-10T12:00:33.892Z,0,,1520.25,10-Oct-2024,,
670671aad5668df307bac270,UNITDSPR,EQ,N,2024-10-09,2024-10-08T18:30:00.000Z,1538.0,1513.75,1527.0,1523.45,1527.1,1519.0,336186,513997533.9,1647.5,993.85,28733,INE854D01024,2024-10-09T12:06:02.170Z,2024-10-09T12:06:02.170Z,0,,1528.91,09-Oct-2024,,
67051edde585360bdf0b4ddf,UNITDSPR,EQ,N,2024-10-08,2024-10-07T18:30:00.000Z,1531.0,1491.75,1495.1,1519.0,1530.95,1506.3,1607560,2434879353.9,1647.5,993.85,69430,INE854D01024,2024-10-08T12:00:29.380Z,2024-10-08T12:00:29.380Z,0,,1514.64,08-Oct-2024,,
6703cd5c84bcb9482b8d5e03,UNITDSPR,EQ,N,2024-10-07,2024-10-06T18:30:00.000Z,1550.0,1497.05,1531.35,1506.3,1510.05,1531.35,755578,1143206237.1,1647.5,993.85,55855,INE854D01024,2024-10-07T12:00:28.665Z,2024-10-07T12:00:28.665Z,0,,1513.02,07-Oct-2024,,
66ffd8df9a357fc2127c3382,UNITDSPR,EQ,N,2024-10-04,2024-10-03T18:30:00.000Z,1571.9,1527.25,1565.0,1531.35,1535.0,1564.1,1019377,1577662444.05,1647.5,981.35,41708,INE854D01024,2024-10-04T12:00:31.318Z,2024-10-04T12:00:31.318Z,0,,1547.67,04-Oct-2024,,
66fe875ca7a1ef5734dadfe1,UNITDSPR,EQ,N,2024-10-03,2024-10-02T18:30:00.000Z,1595.1,1543.55,1595.0,1564.1,1560.0,1610.95,658824,1031110758.45,1647.5,981.35,55487,INE854D01024,2024-10-03T12:00:28.665Z,2024-10-03T12:00:28.665Z,0,,1565.08,03-Oct-2024,,
66fc00da96001531001f34d8,UNITDSPR,EQ,N,2024-10-01,2024-09-30T18:30:00.000Z,1614.2,1585.55,1589.9,1610.95,1608.05,1589.9,473000,757527062.65,1647.5,981.35,33288,INE854D01024,2024-10-01T14:02:02.649Z,2024-10-01T14:02:02.649Z,0,,1601.54,01-Oct-2024,,
66fa9f6aa30765b9564b5740,UNITDSPR,EQ,N,2024-09-30,2024-09-29T18:30:00.000Z,1610.75,1575.1,1596.1,1589.9,1591.25,1596.6,668068,1066875924.5,1647.5,981.35,43653,INE854D01024,2024-09-30T12:54:02.492Z,2024-09-30T12:54:02.492Z,0,,1596.96,30-Sep-2024,,
66f69e5a8133ffd548e9e908,UNITDSPR,EQ,N,2024-09-27,2024-09-26T18:30:00.000Z,1611.0,1574.0,1611.0,1596.6,1587.05,1644.6,2273207,3614177940.15,1647.5,981.35,96899,INE854D01024,2024-09-27T12:00:26.451Z,2024-09-27T12:00:26.451Z,0,,1589.9,27-Sep-2024,,
66f54cdf1f8023ee0890ac27,UNITDSPR,EQ,N,2024-09-26,2024-09-25T18:30:00.000Z,1647.5,1607.0,1631.0,1644.6,1645.0,1626.6,774246,1261120759.1,1647.5,981.35,42582,INE854D01024,2024-09-26T12:00:31.530Z,2024-09-26T12:00:31.530Z,0,,1628.84,26-Sep-2024,,
66f3fb628c843f9be03d399b,UNITDSPR,EQ,N,2024-09-25,2024-09-24T18:30:00.000Z,1638.45,1607.65,1635.55,1626.6,1628.6,1635.55,898849,1452944378.7,1644.55,981.35,26363,INE854D01024,2024-09-25T12:00:34.496Z,2024-09-25T12:00:34.496Z,0,,1616.45,25-Sep-2024,,
66f2a9e1fb85fc5d3621a944,UNITDSPR,EQ,N,2024-09-24,2024-09-23T18:30:00.000Z,1644.55,1612.3,1635.2,1635.55,1637.45,1628.25,964946,1574782475.6,1644.55,981.35,38746,INE854D01024,2024-09-24T12:00:33.596Z,2024-09-24T12:00:33.596Z,0,,1631.99,24-Sep-2024,,
66f1585d0ca2a9fc58158c54,UNITDSPR,EQ,N,2024-09-23,2024-09-22T18:30:00.000Z,1637.0,1561.15,1585.0,1628.25,1636.0,1574.15,670632,1073425959.6,1637.0,981.35,37640,INE854D01024,2024-09-23T12:00:29.347Z,2024-09-23T12:00:29.347Z,0,,1600.62,23-Sep-2024,,
66ed63dddb9585d60f3fe546,UNITDSPR,EQ,N,2024-09-20,2024-09-19T18:30:00.000Z,1582.0,1532.15,1544.0,1574.15,1581.0,1529.75,1821157,2833665364.0,1582.0,981.35,93951,INE854D01024,2024-09-20T12:00:29.340Z,2024-09-20T12:00:29.340Z,0,,1555.97,20-Sep-2024,,
66ec127d49a6f647398e252c,UNITDSPR,EQ,N,2024-09-19,2024-09-18T18:30:00.000Z,1570.0,1522.3,1564.0,1529.75,1538.0,1537.75,1528204,2344869774.3,1570.0,981.35,58968,INE854D01024,2024-09-19T12:01:01.972Z,2024-09-19T12:01:01.972Z,0,,1534.4,19-Sep-2024,,
66eac0fdd1f78992c563eeb1,UNITDSPR,EQ,N,2024-09-18,2024-09-17T18:30:00.000Z,1561.95,1525.05,1560.5,1537.75,1534.05,1555.75,320652,494236769.35,1561.95,981.35,20158,INE854D01024,2024-09-18T12:01:01.690Z,2024-09-18T12:01:01.690Z,0,,1541.35,18-Sep-2024,,
66e96f5ccb6ed3842e30d459,UNITDSPR,EQ,N,2024-09-17,2024-09-16T18:30:00.000Z,1559.25,1540.8,1547.0,1555.75,1550.0,1547.25,1224149,1900897961.9,1559.25,981.35,38540,INE854D01024,2024-09-17T12:00:28.993Z,2024-09-17T12:00:28.993Z,0,,1552.83,17-Sep-2024,,
66e8257ea074dfbf43a0f5d5,UNITDSPR,EQ,N,2024-09-16,2024-09-15T18:30:00.000Z,1552.9,1525.4,1533.9,1547.25,1548.35,1523.35,516123,796439321.4,1552.9,981.35,28423,INE854D01024,2024-09-16T12:33:02.398Z,2024-09-16T12:33:02.398Z,0,,1543.12,16-Sep-2024,,
66e4295e11bb40f058aa92e8,UNITDSPR,EQ,N,2024-09-13,2024-09-12T18:30:00.000Z,1543.0,1515.6,1529.2,1523.35,1524.0,1529.2,551554,843163017.65,1543.0,981.35,45181,INE854D01024,2024-09-13T12:00:30.658Z,2024-09-13T12:00:30.658Z,0,,1528.7,13-Sep-2024,,
66e2d7e3dbef075ad2db1ce9,UNITDSPR,EQ,N,2024-09-12,2024-09-11T18:30:00.000Z,1536.95,1519.7,1528.35,1529.2,1526.55,1523.3,475277,726304963.4,1536.95,981.35,29248,INE854D01024,2024-09-12T12:00:35.201Z,2024-09-12T12:00:35.201Z,0,,1528.17,12-Sep-2024,,
66e1865ee81583f334f17faf,UNITDSPR,EQ,N,2024-09-11,2024-09-10T18:30:00.000Z,1531.25,1505.85,1512.05,1523.3,1526.0,1508.2,622732,948499222.15,1531.25,981.35,34362,INE854D01024,2024-09-11T12:00:30.993Z,2024-09-11T12:00:30.993Z,0,,1523.13,11-Sep-2024,,
66e034fd3d8b817988159aa7,UNITDSPR,EQ,N,2024-09-10,2024-09-09T18:30:00.000Z,1519.75,1500.1,1518.55,1508.2,1506.5,1504.05,591925,894132562.2,1519.75,981.35,39626,INE854D01024,2024-09-10T12:01:01.751Z,2024-09-10T12:01:01.751Z,0,,1510.55,10-Sep-2024,,
66dee35f8f6628da63be29d9,UNITDSPR,EQ,N,2024-09-09,2024-09-08T18:30:00.000Z,1506.9,1463.65,1463.65,1504.05,1499.5,1461.7,1791287,2662108771.0,1514.0,981.35,59721,INE854D01024,2024-09-09T12:00:31.173Z,2024-09-09T12:00:31.173Z,0,,1486.14,09-Sep-2024,,
66db1214216ed5a3186980af,UNITDSPR,EQ,N,2024-09-06,2024-09-05T18:30:00.000Z,1489.9,1453.45,1482.05,1461.7,1463.65,1485.0,712351,1048620166.65,1514.0,981.35,71616,INE854D01024,2024-09-06T14:30:44.767Z,2024-09-06T14:30:44.767Z,0,,1472.06,06-Sep-2024,,
66d99d5f5db4cad1ee61ef46,UNITDSPR,EQ,N,2024-09-05,2024-09-04T18:30:00.000Z,1514.0,1481.75,1514.0,1485.0,1481.8,1499.35,689394,1030993381.35,1514.0,981.35,37164,INE854D01024,2024-09-05T12:00:31.059Z,2024-09-05T12:00:31.059Z,0,,1495.51,05-Sep-2024,,
