_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TIMESTAMP,TIMESTAMP,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
6920520a13b2f6b6a967b688,ICICIPRULI,EQ,N,2025-11-21,2025-11-20T18:30:00.000Z,621.0,609.6,621.0,610.9,610.0,618.4,387131,237686475.7,704.7,525.8,11599,INE726G01019,2025-11-21T11:50:34.663Z,2025-11-21T11:50:34.663Z,0,,613.97,21-Nov-2025,
691f008b1263a1000df5dfc3,ICICIPRULI,EQ,N,2025-11-20,2025-11-19T18:30:00.000Z,620.95,609.05,615.0,618.4,619.6,613.95,969004,597052846.6,704.7,525.8,17676,INE726G01019,2025-11-20T11:50:35.367Z,2025-11-20T11:50:35.367Z,0,,616.15,20-Nov-2025,
691daf0a67472f704cc6c588,ICICIPRULI,EQ,N,2025-11-19,2025-11-18T18:30:00.000Z,626.1,609.0,626.1,613.95,615.0,626.8,1774466,1090031292.55,704.7,525.8,25370,INE726G01019,2025-11-19T11:50:34.455Z,2025-11-19T11:50:34.455Z,0,,614.29,19-Nov-2025,
691c5d8b072b4f56db5accde,ICICIPRULI,EQ,N,2025-11-18,2025-11-17T18:30:00.000Z,632.1,620.7,632.1,626.8,625.0,630.6,587932,368652907.4,704.7,525.8,12298,INE726G01019,2025-11-18T11:50:35.310Z,2025-11-18T11:50:35.310Z,0,,627.03,18-Nov-2025,
691b0c0a0c4d8b723dd8357a,ICICIPRULI,EQ,N,2025-11-17,2025-11-16T18:30:00.000Z,632.9,626.15,628.0,630.6,629.1,629.45,363830,229107636.0,704.7,525.8,12287,INE726G01019,2025-11-17T11:50:34.634Z,2025-11-17T11:50:34.634Z,0,,629.71,17-Nov-2025,
6917178bf4d0dbf0f2d82b2f,ICICIPRULI,EQ,N,2025-11-14,2025-11-13T18:30:00.000Z,633.85,625.05,630.1,629.45,630.35,630.1,652101,410144490.25,711.35,525.8,17816,INE726G01019,2025-11-14T11:50:35.422Z,2025-11-14T11:50:35.422Z,0,,628.96,14-Nov-2025,
6915c60b0d124e42e0174d13,ICICIPRULI,EQ,N,2025-11-13,2025-11-12T18:30:00.000Z,633.95,625.9,631.1,630.1,630.0,632.95,592016,373428874.0,711.35,525.8,25568,INE726G01019,2025-11-13T11:50:35.032Z,2025-11-13T11:50:35.032Z,0,,630.77,13-Nov-2025,
6914748ada8ca102cceaba05,ICICIPRULI,EQ,N,2025-11-12,2025-11-11T18:30:00.000Z,635.3,626.1,627.75,632.95,631.0,624.7,2488995,1570386373.3,711.35,525.8,32581,INE726G01019,2025-11-12T11:50:34.736Z,2025-11-12T11:50:34.736Z,0,,630.93,12-Nov-2025,
6913230b3d2f4586f4928435,ICICIPRULI,EQ,N,2025-11-11,2025-11-10T18:30:00.000Z,626.65,609.1,612.2,624.7,623.6,614.8,854265,530153093.3,711.35,525.8,20957,INE726G01019,2025-11-11T11:50:35.122Z,2025-11-11T11:50:35.122Z,0,,620.6,11-Nov-2025,
6911f4b3adcae4cfb6bf0022,ICICIPRULI,EQ,N,2025-11-10,2025-11-09T18:30:00.000Z,620.75,612.0,619.8,614.8,612.0,615.35,872520,538178195.6,711.35,525.8,21667,INE726G01019,2025-11-10T14:20:35.260Z,2025-11-10T14:20:35.260Z,0,,616.81,10-Nov-2025,
690ddd0be6c8a010e805d247,ICICIPRULI,EQ,N,2025-11-07,2025-11-06T18:30:00.000Z,616.95,599.85,603.0,615.35,616.95,603.75,815618,496937502.95,744.8,525.8,18096,INE726G01019,2025-11-07T11:50:35.893Z,2025-11-07T11:50:35.893Z,0,,609.28,07-Nov-2025,
690c8b8bc7708cc5546de163,ICICIPRULI,EQ,N,2025-11-06,2025-11-05T18:30:00.000Z,609.8,601.45,609.8,603.75,603.2,607.55,563718,340889437.3,744.8,525.8,16342,INE726G01019,2025-11-06T11:50:35.360Z,2025-11-06T11:50:35.360Z,0,,604.72,06-Nov-2025,
