_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP
6773dcfedcd6a4fdd5da0f4e,JIOFIN,EQ,N,303.85,296.25,303.85,298.7,298.9,306.25,17838917,5329624308.6,394.7,232.0,204227,INE758E01017,2024-12-31,2024-12-30T18:30:00.000Z,2024-12-31T12:01:02.508Z,2024-12-31T12:01:02.508Z,0,,298.76,31-Dec-2024
67728b7efcbe9f5d89695319,JIOFIN,EQ,N,308.95,301.0,305.0,306.25,304.8,304.95,45642158,13946706710.2,394.7,232.0,169902,INE758E01017,2024-12-30,2024-12-29T18:30:00.000Z,2024-12-30T12:01:02.662Z,2024-12-30T12:01:02.662Z,0,,305.57,30-Dec-2024
676e96fe2735aad801994426,JIOFIN,EQ,N,307.35,304.5,305.95,304.95,305.25,305.55,6020942,1841408890.6,394.7,232.0,65756,INE758E01017,2024-12-27,2024-12-26T18:30:00.000Z,2024-12-27T12:01:02.350Z,2024-12-27T12:01:02.350Z,0,,305.83,27-Dec-2024
676d457e719d55176d725439,JIOFIN,EQ,N,306.7,302.9,304.7,305.55,305.35,304.7,8189884,2497870507.3,394.7,232.0,80345,INE758E01017,2024-12-26,2024-12-25T18:30:00.000Z,2024-12-26T12:01:02.968Z,2024-12-26T12:01:02.968Z,0,,304.99,26-Dec-2024
676aa27eb9175d991cfb1412,JIOFIN,EQ,N,307.0,303.6,304.7,304.7,304.95,304.7,6911511,2109541701.5,394.7,232.0,68849,INE758E01017,2024-12-24,2024-12-23T18:30:00.000Z,2024-12-24T12:01:02.627Z,2024-12-24T12:01:02.627Z,0,,305.22,24-Dec-2024
676950fe2735aad801991f1a,JIOFIN,EQ,N,308.85,302.05,308.8,304.7,304.9,304.3,11299664,3454048070.9,394.7,232.0,135738,INE758E01017,2024-12-23,2024-12-22T18:30:00.000Z,2024-12-23T12:01:02.062Z,2024-12-23T12:01:02.062Z,0,,305.68,23-Dec-2024
67655c7e2dd9ee863fc5f50b,JIOFIN,EQ,N,314.75,302.8,314.75,304.3,305.4,313.0,19669669,6059378080.1,394.7,229.0,196059,INE758E01017,2024-12-20,2024-12-19T18:30:00.000Z,2024-12-20T12:01:02.521Z,2024-12-20T12:01:02.521Z,0,,308.06,20-Dec-2024
67640afe734336da9a1df42f,JIOFIN,EQ,N,319.9,310.75,318.0,313.0,313.75,324.6,21490551,6761409566.5,394.7,229.0,279000,INE758E01017,2024-12-19,2024-12-18T18:30:00.000Z,2024-12-19T12:01:02.873Z,2024-12-19T12:01:02.873Z,0,,314.62,19-Dec-2024
6762b97eb717e2d64f27fae6,JIOFIN,EQ,N,337.0,323.55,336.0,324.6,325.0,337.1,13957883,4577148870.9,394.7,229.0,144319,INE758E01017,2024-12-18,2024-12-17T18:30:00.000Z,2024-12-18T12:01:02.422Z,2024-12-18T12:01:02.422Z,0,,327.93,18-Dec-2024
676167feb717e2d64f27d5ee,JIOFIN,EQ,N,340.9,335.9,339.05,337.1,336.75,340.35,8027327,2712640210.2,394.7,229.0,65184,INE758E01017,2024-12-17,2024-12-16T18:30:00.000Z,2024-12-17T12:01:02.228Z,2024-12-17T12:01:02.228Z,0,,337.93,17-Dec-2024
