_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TIMESTAMP,TIMESTAMP,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA,symChange
689dcd8cb75aec3b4713bdfa,TATAMOTORS,EQ,N,2025-08-14,2025-08-13T18:30:00.000Z,666.55,657.7,666.0,664.6,664.0,663.75,6250494,4140529909.7,1142.0,535.75,115002,INE155A01022,2025-08-14T11:50:36.204Z,2025-08-14T11:50:36.204Z,0,,662.43,14-Aug-2025,,
689c7c0bb345c4c76e1a6129,TATAMOTORS,EQ,N,2025-08-13,2025-08-12T18:30:00.000Z,667.0,656.65,657.2,663.75,663.3,654.1,7557556,5016113372.65,1142.0,535.75,133862,INE155A01022,2025-08-13T11:50:35.250Z,2025-08-13T11:50:35.250Z,0,,663.72,13-Aug-2025,,
689b2a8cda0ebc874b4f481d,TATAMOTORS,EQ,N,2025-08-12,2025-08-11T18:30:00.000Z,660.95,650.8,651.1,654.1,655.05,653.75,11212223,7348230985.35,1142.0,535.75,223425,INE155A01022,2025-08-12T11:50:36.326Z,2025-08-12T11:50:36.326Z,0,,655.38,12-Aug-2025,,
6899d90c1ac1bef7e397ba8b,TATAMOTORS,EQ,N,2025-08-11,2025-08-10T18:30:00.000Z,655.0,627.1,636.2,653.75,654.0,633.7,17275390,11193880247.4,1142.0,535.75,258911,INE155A01022,2025-08-11T11:50:36.619Z,2025-08-11T11:50:36.619Z,0,,647.97,11-Aug-2025,,
6895e48c020b4fab81c67be1,TATAMOTORS,EQ,N,2025-08-08,2025-08-07T18:30:00.000Z,652.95,630.0,647.95,633.7,630.8,646.5,10144452,6495549795.7,1142.0,535.75,222231,INE155A01022,2025-08-08T11:50:36.099Z,2025-08-08T11:50:36.099Z,0,,640.31,08-Aug-2025,,
6894930be50a5cee76308a76,TATAMOTORS,EQ,N,2025-08-07,2025-08-06T18:30:00.000Z,651.7,635.5,650.0,646.5,650.0,652.85,13609913,8730387950.15,1142.0,535.75,217679,INE155A01022,2025-08-07T11:50:35.687Z,2025-08-07T11:50:35.687Z,0,,641.47,07-Aug-2025,,
6893418bf614620e5d4eb664,TATAMOTORS,EQ,N,2025-08-06,2025-08-05T18:30:00.000Z,658.0,650.4,655.0,652.85,653.2,654.6,6410830,4191048174.95,1142.0,535.75,116587,INE155A01022,2025-08-06T11:50:35.778Z,2025-08-06T11:50:35.778Z,0,,653.75,06-Aug-2025,,
6891f00b8bde90d8e7555b8f,TATAMOTORS,EQ,N,2025-08-05,2025-08-04T18:30:00.000Z,658.9,650.55,655.95,654.6,655.0,653.6,6714804,4392492947.95,1142.0,535.75,142228,INE155A01022,2025-08-05T11:50:35.393Z,2025-08-05T11:50:35.393Z,0,,654.15,05-Aug-2025,,
68909e8cb28414bb9c3c41e9,TATAMOTORS,EQ,N,2025-08-04,2025-08-03T18:30:00.000Z,656.8,646.0,650.05,653.6,653.9,648.85,8033881,5248867835.75,1142.0,535.75,165858,INE155A01022,2025-08-04T11:50:36.460Z,2025-08-04T11:50:36.460Z,0,,653.34,04-Aug-2025,,
688f726f1ce757c9a00f228e,TATAMOTORS,EQ,N,2025-08-01,2025-07-31T18:30:00.000Z,667.95,647.0,667.95,648.85,649.7,665.95,12546169,8192273893.65,1179.0,535.75,237724,,2025-08-03T14:30:07.063Z,2025-08-03T14:30:07.063Z,0,,652.97,01-Aug-2025,,
688b588c0ee19dd92adc91b0,TATAMOTORS,EQ,N,2025-07-31,2025-07-30T18:30:00.000Z,673.4,652.35,659.85,665.95,666.45,668.45,18723710,12464381596.75,1179.0,535.75,291431,INE155A01022,2025-07-31T11:50:36.481Z,2025-07-31T11:50:36.481Z,0,,665.7,31-Jul-2025,,
688a070bd278b8c17847a6c1,TATAMOTORS,EQ,N,2025-07-30,2025-07-29T18:30:00.000Z,690.0,665.25,690.0,668.45,668.0,692.35,18923129,12667617060.0,1179.0,535.75,405426,INE155A01022,2025-07-30T11:50:35.666Z,2025-07-30T11:50:35.666Z,0,,669.43,30-Jul-2025,,
