_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP
60c200016804760008d0c325,HDFCBANK,EQ,N,1444.0,1425.05,1435.0,1436.3,1438.45,1432.5,11072875,15905040698.85,1464.4,738.75,207512,INE040A01034,2020-12-31,2020-12-30T18:30:00.000Z,2021-06-10T12:05:21.122Z,2021-06-10T12:05:21.122Z,0,,1436.4,31-Dec-2020
60c1ffec6804760008d0ba11,HDFCBANK,EQ,N,1439.9,1413.0,1439.9,1432.5,1432.05,1427.2,8108363,11572701536.35,1464.4,738.75,137892,INE040A01034,2020-12-30,2020-12-29T18:30:00.000Z,2021-06-10T12:05:00.876Z,2021-06-10T12:05:00.876Z,0,,1427.25,30-Dec-2020
60c1ffd77ad7b20008238612,HDFCBANK,EQ,N,1434.75,1420.0,1421.05,1427.2,1427.95,1412.85,7247673,10350035824.15,1464.4,738.75,164187,INE040A01034,2020-12-29,2020-12-28T18:30:00.000Z,2021-06-10T12:04:39.531Z,2021-06-10T12:04:39.531Z,0,,1428.05,29-Dec-2020
60c1ffc357283a0008f178cc,HDFCBANK,EQ,N,1421.0,1404.0,1405.0,1412.85,1415.8,1397.1,5849597,8273855755.35,1464.4,738.75,222546,INE040A01034,2020-12-28,2020-12-27T18:30:00.000Z,2021-06-10T12:04:19.160Z,2021-06-10T12:04:19.160Z,0,,1414.43,28-Dec-2020
60c1ffaef9fddb000867bb29,HDFCBANK,EQ,N,1404.0,1377.0,1389.4,1397.1,1395.9,1375.65,7476094,10415823397.4,1464.4,738.75,207764,INE040A01034,2020-12-24,2020-12-23T18:30:00.000Z,2021-06-10T12:03:58.064Z,2021-06-10T12:03:58.064Z,0,,1393.22,24-Dec-2020
60c1ff987ad7b20008237d09,HDFCBANK,EQ,N,1380.95,1361.05,1367.5,1375.65,1378.0,1373.1,7733697,10606644402.05,1464.4,738.75,209433,INE040A01034,2020-12-23,2020-12-22T18:30:00.000Z,2021-06-10T12:03:36.836Z,2021-06-10T12:03:36.836Z,0,,1371.48,23-Dec-2020
60c1ff8357283a0008f16fc3,HDFCBANK,EQ,N,1384.8,1345.0,1384.8,1373.1,1373.0,1372.65,11425779,15598730164.2,1464.4,738.75,321428,INE040A01034,2020-12-22,2020-12-21T18:30:00.000Z,2021-06-10T12:03:15.341Z,2021-06-10T12:03:15.341Z,0,,1365.22,22-Dec-2020
60c1ff6ef9fddb000867b20d,HDFCBANK,EQ,N,1423.85,1366.7,1417.5,1372.65,1369.05,1411.35,11880912,16660066426.3,1464.4,738.75,245182,INE040A01034,2020-12-21,2020-12-20T18:30:00.000Z,2021-06-10T12:02:54.746Z,2021-06-10T12:02:54.746Z,0,,1402.25,21-Dec-2020
60c1ff596804760008d0b0e2,HDFCBANK,EQ,N,1439.7,1406.3,1435.0,1411.35,1408.95,1441.8,11497959,16281519676.25,1464.4,738.75,204985,INE040A01034,2020-12-18,2020-12-17T18:30:00.000Z,2021-06-10T12:02:34.021Z,2021-06-10T12:02:34.021Z,0,,1416.04,18-Dec-2020
60c1ff446804760008d0a7c5,HDFCBANK,EQ,N,1445.0,1404.5,1418.6,1441.8,1440.0,1410.7,10962239,15668891347.05,1464.4,738.75,227695,INE040A01034,2020-12-17,2020-12-16T18:30:00.000Z,2021-06-10T12:02:12.642Z,2021-06-10T12:02:12.642Z,0,,1429.35,17-Dec-2020
60c1ff307ad7b200082373c5,HDFCBANK,EQ,N,1416.8,1394.5,1404.0,1410.7,1407.85,1391.3,8416046,11831665558.4,1464.4,738.75,207995,INE040A01034,2020-12-16,2020-12-15T18:30:00.000Z,2021-06-10T12:01:52.161Z,2021-06-10T12:01:52.161Z,0,,1405.85,16-Dec-2020
