_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,symChange,CA
60c200046804760008d0ca3d,TATACONSUM,EQ,N,599.75,587.0,597.45,589.9,590.5,594.35,2322873,1374635965.25,616.1,213.7,44920,INE192A01025,2020-12-31,2020-12-30T18:30:00.000Z,2021-06-10T12:05:24.403Z,2021-06-10T12:05:24.403Z,0,,591.78,31-Dec-2020,,
60c1fff06804760008d0c129,TATACONSUM,EQ,N,604.0,590.05,598.8,594.35,593.65,598.6,2297999,1365968158.75,616.1,213.7,36023,INE192A01025,2020-12-30,2020-12-29T18:30:00.000Z,2021-06-10T12:05:04.419Z,2021-06-10T12:05:04.419Z,0,,594.42,30-Dec-2020,,
60c1ffda7ad7b20008238d14,TATACONSUM,EQ,N,607.7,593.2,607.7,598.6,599.0,602.45,2114428,1264005998.7,616.1,213.7,41133,INE192A01025,2020-12-29,2020-12-28T18:30:00.000Z,2021-06-10T12:04:42.829Z,2021-06-10T12:04:42.829Z,0,,597.8,29-Dec-2020,,
60c1ffc657283a0008f18015,TATACONSUM,EQ,N,611.95,599.2,607.7,602.45,604.1,601.0,2351027,1422475482.2,616.1,213.7,42471,INE192A01025,2020-12-28,2020-12-27T18:30:00.000Z,2021-06-10T12:04:22.820Z,2021-06-10T12:04:22.820Z,0,,605.04,28-Dec-2020,,
60c1ffb1f9fddb000867c25f,TATACONSUM,EQ,N,616.1,597.05,615.0,601.0,601.0,605.3,5295707,3209134925.0,616.1,213.7,74792,INE192A01025,2020-12-24,2020-12-23T18:30:00.000Z,2021-06-10T12:04:01.749Z,2021-06-10T12:04:01.749Z,0,,605.99,24-Dec-2020,,
60c1ff9c7ad7b20008238401,TATACONSUM,EQ,N,606.85,573.05,577.8,605.3,606.6,576.0,7582654,4506208420.95,606.85,213.7,100716,INE192A01025,2020-12-23,2020-12-22T18:30:00.000Z,2021-06-10T12:03:40.195Z,2021-06-10T12:03:40.195Z,0,,594.28,23-Dec-2020,,
60c1ff8657283a0008f176bc,TATACONSUM,EQ,N,578.05,551.0,559.8,576.0,575.5,562.75,3264707,1852066528.0,593.4,213.7,77281,INE192A01025,2020-12-22,2020-12-21T18:30:00.000Z,2021-06-10T12:03:18.714Z,2021-06-10T12:03:18.714Z,0,,567.3,22-Dec-2020,,
60c1ff72f9fddb000867b91c,TATACONSUM,EQ,N,579.95,553.7,574.0,562.75,560.0,573.55,4816486,2732200662.1,593.4,213.7,85360,INE192A01025,2020-12-21,2020-12-20T18:30:00.000Z,2021-06-10T12:02:58.202Z,2021-06-10T12:02:58.202Z,0,,567.26,21-Dec-2020,,
60c1ff5d6804760008d0b80e,TATACONSUM,EQ,N,581.9,567.5,578.0,573.55,573.5,577.3,5068565,2903400891.8,593.4,213.7,53275,INE192A01025,2020-12-18,2020-12-17T18:30:00.000Z,2021-06-10T12:02:37.378Z,2021-06-10T12:02:37.378Z,0,,572.83,18-Dec-2020,,
60c1ff476804760008d0aec2,TATACONSUM,EQ,N,593.4,575.55,584.95,577.3,577.65,583.6,3608243,2105230913.4,593.4,213.7,62208,INE192A01025,2020-12-17,2020-12-16T18:30:00.000Z,2021-06-10T12:02:15.952Z,2021-06-10T12:02:15.952Z,0,,583.45,17-Dec-2020,,
