_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TIMESTAMP,TIMESTAMP,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
6920520c07f3d4b6c9fcc66f,TATACONSUM,EQ,N,2025-11-21,2025-11-20T18:30:00.000Z,1187.0,1162.5,1173.9,1183.1,1184.5,1173.9,3194549,3756947040.7,1202.8,882.9,49506,INE192A01025,2025-11-21T11:50:36.497Z,2025-11-21T11:50:36.497Z,0,,1176.05,21-Nov-2025,
691f008d2b0d5d31792e28e5,TATACONSUM,EQ,N,2025-11-20,2025-11-19T18:30:00.000Z,1179.4,1163.0,1164.9,1173.9,1169.0,1162.1,2193836,2572872518.1,1202.8,882.9,62036,INE192A01025,2025-11-20T11:50:37.310Z,2025-11-20T11:50:37.310Z,0,,1172.77,20-Nov-2025,
691daf0d1af1184e44826195,TATACONSUM,EQ,N,2025-11-19,2025-11-18T18:30:00.000Z,1165.8,1149.0,1154.1,1162.1,1163.5,1154.1,1935207,2238859795.6,1202.8,882.9,43361,INE192A01025,2025-11-19T11:50:37.735Z,2025-11-19T11:50:37.735Z,0,,1156.91,19-Nov-2025,
691c5d8c26ab8d0612f0a7d6,TATACONSUM,EQ,N,2025-11-18,2025-11-17T18:30:00.000Z,1178.7,1151.9,1178.7,1154.1,1152.0,1178.9,1695622,1971779475.5,1202.8,882.9,31432,INE192A01025,2025-11-18T11:50:36.946Z,2025-11-18T11:50:36.946Z,0,,1162.86,18-Nov-2025,
691b0c0dacf346e0b647c66b,TATACONSUM,EQ,N,2025-11-17,2025-11-16T18:30:00.000Z,1182.8,1158.0,1166.0,1178.9,1179.0,1157.8,2105780,2472805808.9,1202.8,882.9,50731,INE192A01025,2025-11-17T11:50:37.461Z,2025-11-17T11:50:37.461Z,0,,1174.29,17-Nov-2025,
6917178c121f13b27b3939aa,TATACONSUM,EQ,N,2025-11-14,2025-11-13T18:30:00.000Z,1163.6,1146.8,1149.0,1157.8,1155.0,1154.8,1832598,2120585737.2,1202.8,882.9,58177,INE192A01025,2025-11-14T11:50:36.921Z,2025-11-14T11:50:36.921Z,0,,1157.15,14-Nov-2025,
6915c7561dc29b78d0035c23,TATACONSUM,EQ,N,2025-11-13,2025-11-12T18:30:00.000Z,1168.0,1146.6,1168.0,1154.8,1150.0,1162.0,1603498,1855591039.2,1202.8,882.9,51317,INE192A01025,2025-11-13T11:56:06.748Z,2025-11-13T11:56:06.748Z,0,,1157.21,13-Nov-2025,
6914748c7fcd93fa56ea053f,TATACONSUM,EQ,N,2025-11-12,2025-11-11T18:30:00.000Z,1165.8,1153.1,1156.3,1162.0,1162.0,1156.2,1168588,1356922707.8,1202.8,882.9,57386,INE192A01025,2025-11-12T11:50:36.843Z,2025-11-12T11:50:36.843Z,0,,1161.16,12-Nov-2025,
6913230d495869a5007c0839,TATACONSUM,EQ,N,2025-11-11,2025-11-10T18:30:00.000Z,1159.0,1134.0,1148.0,1156.2,1153.1,1142.7,1177071,1353858036.2,1202.8,882.9,59237,INE192A01025,2025-11-11T11:50:37.301Z,2025-11-11T11:50:37.301Z,0,,1150.19,11-Nov-2025,
6911f4b4cca2582e28295300,TATACONSUM,EQ,N,2025-11-10,2025-11-09T18:30:00.000Z,1173.8,1138.6,1167.2,1142.7,1141.2,1167.2,1586398,1827763017.9,1202.8,882.9,74760,INE192A01025,2025-11-10T14:20:36.604Z,2025-11-10T14:20:36.604Z,0,,1152.15,10-Nov-2025,
690ddd0d9168790cdff9aafe,TATACONSUM,EQ,N,2025-11-07,2025-11-06T18:30:00.000Z,1187.8,1155.8,1185.0,1167.2,1167.0,1190.4,1351606,1586560737.0,1202.8,882.9,41091,INE192A01025,2025-11-07T11:50:37.699Z,2025-11-07T11:50:37.699Z,0,,1173.83,07-Nov-2025,
690c8b8d20f15f6ac589b12c,TATACONSUM,EQ,N,2025-11-06,2025-11-05T18:30:00.000Z,1192.5,1167.4,1172.1,1190.4,1180.5,1179.3,2401724,2844617394.9,1202.8,882.9,68778,INE192A01025,2025-11-06T11:50:37.822Z,2025-11-06T11:50:37.822Z,0,,1184.41,06-Nov-2025,
