_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA,symChange
63aed2ffece58500067d1c36,MOTHERSON,EQ,N,75.05,73.95,74.9,74.15,74.25,74.45,10695284,796333617.0,253.95,61.8,28263,INE775A01035,2022-12-30,2022-12-29T18:30:00.000Z,2022-12-30T12:01:03.184Z,2022-12-30T12:01:03.184Z,0,,74.46,30-Dec-2022,,
63ad817f165f2b0007bbcbca,MOTHERSON,EQ,N,74.85,72.6,73.5,74.45,74.5,74.35,12008802,887646330.6,253.95,61.8,47476,INE775A01035,2022-12-29,2022-12-28T18:30:00.000Z,2022-12-29T12:01:03.362Z,2022-12-29T12:01:03.362Z,0,,73.92,29-Dec-2022,,
63ac2fffb817f50007b7e3c2,MOTHERSON,EQ,N,74.85,72.4,73.4,74.35,74.35,73.45,17632917,1311665586.5,253.95,61.8,37362,INE775A01035,2022-12-28,2022-12-27T18:30:00.000Z,2022-12-28T12:01:03.045Z,2022-12-28T12:01:03.045Z,0,,74.39,28-Dec-2022,,
63aade61877f9100079439cf,MOTHERSON,EQ,N,73.6,71.7,71.85,73.45,73.3,71.7,19155264,1398021133.95,253.95,61.8,45569,INE775A01035,2022-12-27,2022-12-26T18:30:00.000Z,2022-12-27T12:00:33.278Z,2022-12-27T12:00:33.278Z,0,,72.98,27-Dec-2022,,
63a98cffdec2580006f62b80,MOTHERSON,EQ,N,71.95,66.3,66.9,71.7,71.65,66.9,16444479,1160395656.7,253.95,61.8,44535,INE775A01035,2022-12-26,2022-12-25T18:30:00.000Z,2022-12-26T12:01:03.550Z,2022-12-26T12:01:03.550Z,0,,70.56,26-Dec-2022,,
63a5987fba71aa0006a9f1e1,MOTHERSON,EQ,N,68.5,66.1,68.3,66.9,67.3,69.0,25284532,1693040123.6,253.95,61.8,58173,INE775A01035,2022-12-23,2022-12-22T18:30:00.000Z,2022-12-23T12:01:03.074Z,2022-12-23T12:01:03.074Z,0,,66.96,23-Dec-2022,,
63a446dc4168e20007893ed8,MOTHERSON,EQ,N,71.2,68.6,70.6,69.0,68.9,70.2,26903798,1863121604.95,253.95,61.8,33930,INE775A01035,2022-12-22,2022-12-21T18:30:00.000Z,2022-12-22T12:00:28.059Z,2022-12-22T12:00:28.059Z,0,,69.25,22-Dec-2022,,
63a2f561fbd8f20007c480da,MOTHERSON,EQ,N,71.55,69.7,70.15,70.2,70.15,69.5,25241342,1781317835.5,253.95,61.8,44928,INE775A01035,2022-12-21,2022-12-20T18:30:00.000Z,2022-12-21T12:00:33.476Z,2022-12-21T12:00:33.476Z,0,,70.57,21-Dec-2022,,
63a1a3e1c0ffa70007a0097d,MOTHERSON,EQ,N,70.65,68.65,70.5,69.5,69.4,70.55,14804500,1027221477.1,253.95,61.8,44849,INE775A01035,2022-12-20,2022-12-19T18:30:00.000Z,2022-12-20T12:00:33.394Z,2022-12-20T12:00:33.394Z,0,,69.39,20-Dec-2022,,
63a0527ef1563200081b4768,MOTHERSON,EQ,N,70.8,69.5,70.65,70.55,70.45,70.55,15771290,1107995819.1,253.95,61.8,41059,INE775A01035,2022-12-19,2022-12-18T18:30:00.000Z,2022-12-19T12:01:02.900Z,2022-12-19T12:01:02.900Z,0,,70.25,19-Dec-2022,,
639c5dff28c1380006e2f7ff,MOTHERSON,EQ,N,71.7,70.05,71.4,70.55,70.5,71.55,12589177,889456016.35,253.95,61.8,38947,INE775A01035,2022-12-16,2022-12-15T18:30:00.000Z,2022-12-16T12:01:03.313Z,2022-12-16T12:01:03.313Z,0,,70.65,16-Dec-2022,,
639b0c6074943d0007721f0f,MOTHERSON,EQ,N,72.95,71.25,72.65,71.55,71.55,72.25,9060878,651188660.7,253.95,61.8,42618,INE775A01035,2022-12-15,2022-12-14T18:30:00.000Z,2022-12-15T12:00:32.590Z,2022-12-15T12:00:32.590Z,0,,71.87,15-Dec-2022,,
6399bae2e6e7840007d9b904,MOTHERSON,EQ,N,73.0,71.85,72.05,72.25,72.35,72.0,22127453,1600319795.65,253.95,61.8,47983,INE775A01035,2022-12-14,2022-12-13T18:30:00.000Z,2022-12-14T12:00:34.914Z,2022-12-14T12:00:34.914Z,0,,72.32,14-Dec-2022,,
