_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
63aed2feece58500067d19fc,HINDZINC,EQ,N,329.8,320.55,327.95,321.7,322.0,326.2,327330,106632651.35,371.7,242.05,9738,INE267A01025,2022-12-30,2022-12-29T18:30:00.000Z,2022-12-30T12:01:02.676Z,2022-12-30T12:01:02.676Z,0,,325.76,30-Dec-2022,
63ad817e165f2b0007bbc989,HINDZINC,EQ,N,326.6,320.25,320.25,326.2,325.4,324.25,447463,145340908.35,371.7,242.05,15569,INE267A01025,2022-12-29,2022-12-28T18:30:00.000Z,2022-12-29T12:01:02.939Z,2022-12-29T12:01:02.939Z,0,,324.81,29-Dec-2022,
63ac2ffeb817f50007b7e177,HINDZINC,EQ,N,326.35,318.7,319.85,324.25,324.05,321.6,297658,96402277.55,371.7,242.05,8208,INE267A01025,2022-12-28,2022-12-27T18:30:00.000Z,2022-12-28T12:01:02.512Z,2022-12-28T12:01:02.512Z,0,,323.87,28-Dec-2022,
63aade60877f910007943779,HINDZINC,EQ,N,324.5,313.5,315.25,321.6,319.5,314.05,366016,116463979.8,371.7,242.05,10893,INE267A01025,2022-12-27,2022-12-26T18:30:00.000Z,2022-12-27T12:00:32.671Z,2022-12-27T12:00:32.671Z,0,,318.19,27-Dec-2022,
63a98cfedec2580006f62939,HINDZINC,EQ,N,315.95,307.0,311.2,314.05,314.7,313.15,351079,110067086.5,371.7,242.05,10143,INE267A01025,2022-12-26,2022-12-25T18:30:00.000Z,2022-12-26T12:01:02.995Z,2022-12-26T12:01:02.995Z,0,,313.51,26-Dec-2022,
63a5987eba71aa0006a9ef88,HINDZINC,EQ,N,315.5,308.25,312.25,313.15,313.2,320.2,993236,310432395.65,371.7,242.05,17095,INE267A01025,2022-12-23,2022-12-22T18:30:00.000Z,2022-12-23T12:01:02.583Z,2022-12-23T12:01:02.583Z,0,,312.55,23-Dec-2022,
63a446db4168e20007893c79,HINDZINC,EQ,N,326.45,311.1,324.0,320.2,320.5,323.35,752259,239297521.35,371.7,242.05,22970,INE267A01025,2022-12-22,2022-12-21T18:30:00.000Z,2022-12-22T12:00:27.506Z,2022-12-22T12:00:27.506Z,0,,318.11,22-Dec-2022,
63a2f560fbd8f20007c47e7f,HINDZINC,EQ,N,333.0,320.0,331.0,323.35,322.0,328.5,790394,259126876.7,371.7,242.05,19823,INE267A01025,2022-12-21,2022-12-20T18:30:00.000Z,2022-12-21T12:00:32.809Z,2022-12-21T12:00:32.809Z,0,,327.85,21-Dec-2022,
63a1a3e0c0ffa70007a00725,HINDZINC,EQ,N,328.95,320.2,321.95,328.5,328.45,324.0,1039966,339450833.0,371.7,242.05,24678,INE267A01025,2022-12-20,2022-12-19T18:30:00.000Z,2022-12-20T12:00:32.832Z,2022-12-20T12:00:32.832Z,0,,326.41,20-Dec-2022,
63a0527ef1563200081b451b,HINDZINC,EQ,N,324.9,318.25,319.95,324.0,323.5,319.65,699822,226618989.8,371.7,242.05,17803,INE267A01025,2022-12-19,2022-12-18T18:30:00.000Z,2022-12-19T12:01:02.402Z,2022-12-19T12:01:02.402Z,0,,323.82,19-Dec-2022,
