_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA,symChange
60c200046804760008d0cac4,COFORGE,EQ,N,2714.75,2665.0,2696.0,2705.15,2700.0,2694.6,175429,472009791.95,2814.0,735.35,10990,INE591G01017,2020-12-31,2020-12-30T18:30:00.000Z,2021-06-10T12:05:24.644Z,2021-06-10T12:05:24.644Z,0,,2690.6,31-Dec-2020,,
60c1fff06804760008d0c1b6,COFORGE,EQ,N,2708.0,2657.05,2687.0,2694.6,2691.0,2680.5,240135,645676917.15,2814.0,735.35,15145,INE591G01017,2020-12-30,2020-12-29T18:30:00.000Z,2021-06-10T12:05:04.677Z,2021-06-10T12:05:04.677Z,0,,2688.81,30-Dec-2020,,
60c1ffdb7ad7b20008238da0,COFORGE,EQ,N,2729.9,2667.85,2690.65,2680.5,2676.0,2690.9,333417,900863102.25,2814.0,735.35,16624,INE591G01017,2020-12-29,2020-12-28T18:30:00.000Z,2021-06-10T12:04:43.087Z,2021-06-10T12:04:43.087Z,0,,2701.91,29-Dec-2020,,
60c1ffc757283a0008f180a1,COFORGE,EQ,N,2715.0,2663.15,2670.0,2690.9,2680.05,2652.55,434906,1170910044.25,2814.0,735.35,21677,INE591G01017,2020-12-28,2020-12-27T18:30:00.000Z,2021-06-10T12:04:23.080Z,2021-06-10T12:04:23.080Z,0,,2692.33,28-Dec-2020,,
60c1ffb2f9fddb000867c2ea,COFORGE,EQ,N,2687.0,2590.3,2621.1,2652.55,2651.0,2632.2,602180,1590335275.85,2814.0,735.35,29594,INE591G01017,2020-12-24,2020-12-23T18:30:00.000Z,2021-06-10T12:04:02.034Z,2021-06-10T12:04:02.034Z,0,,2640.96,24-Dec-2020,,
60c1ff9c7ad7b20008238488,COFORGE,EQ,N,2661.0,2546.45,2575.0,2632.2,2620.1,2563.25,778684,2035576411.95,2814.0,735.35,41881,INE591G01017,2020-12-23,2020-12-22T18:30:00.000Z,2021-06-10T12:03:40.443Z,2021-06-10T12:03:40.443Z,0,,2614.12,23-Dec-2020,,
60c1ff8657283a0008f17745,COFORGE,EQ,N,2596.65,2340.0,2414.0,2563.25,2570.0,2390.0,786285,1936417271.9,2814.0,735.35,44757,INE591G01017,2020-12-22,2020-12-21T18:30:00.000Z,2021-06-10T12:03:18.963Z,2021-06-10T12:03:18.963Z,0,,2462.74,22-Dec-2020,,
60c1ff72f9fddb000867b9ac,COFORGE,EQ,N,2628.05,2305.0,2560.0,2390.0,2405.0,2556.8,656398,1636414230.0,2814.0,735.35,34264,INE591G01017,2020-12-21,2020-12-20T18:30:00.000Z,2021-06-10T12:02:58.472Z,2021-06-10T12:02:58.472Z,0,,2493.02,21-Dec-2020,,
60c1ff5d6804760008d0b899,COFORGE,EQ,N,2625.0,2530.0,2530.0,2556.8,2552.0,2510.55,974484,2511255238.8,2814.0,735.35,51045,INE591G01017,2020-12-18,2020-12-17T18:30:00.000Z,2021-06-10T12:02:37.634Z,2021-06-10T12:02:37.634Z,0,,2577.01,18-Dec-2020,,
60c1ff486804760008d0af50,COFORGE,EQ,N,2549.65,2496.8,2512.0,2510.55,2510.0,2534.1,141877,358627745.0,2814.0,735.35,10650,INE591G01017,2020-12-17,2020-12-16T18:30:00.000Z,2021-06-10T12:02:16.201Z,2021-06-10T12:02:16.201Z,0,,2527.74,17-Dec-2020,,
60c1ff337ad7b20008237b90,COFORGE,EQ,N,2552.85,2505.0,2545.0,2534.1,2534.0,2540.55,236588,598219797.6,2814.0,735.35,14987,INE591G01017,2020-12-16,2020-12-15T18:30:00.000Z,2021-06-10T12:01:55.876Z,2021-06-10T12:01:55.876Z,0,,2528.53,16-Dec-2020,,
60c1ff1f57283a0008f16e4b,COFORGE,EQ,N,2558.4,2488.85,2507.1,2540.55,2527.0,2503.15,352227,892711619.0,2814.0,735.35,21606,INE591G01017,2020-12-15,2020-12-14T18:30:00.000Z,2021-06-10T12:01:35.450Z,2021-06-10T12:01:35.450Z,0,,2534.48,15-Dec-2020,,
60c1ff0af9fddb000867b083,COFORGE,EQ,N,2519.0,2483.0,2501.0,2503.15,2502.15,2498.0,135692,339718261.7,2814.0,735.35,10595,INE591G01017,2020-12-14,2020-12-13T18:30:00.000Z,2021-06-10T12:01:14.280Z,2021-06-10T12:01:14.280Z,0,,2503.6,14-Dec-2020,,
60c1fef56804760008d0a652,COFORGE,EQ,N,2525.0,2465.5,2481.45,2498.0,2495.0,2481.45,264368,660286954.95,2814.0,735.35,16753,INE591G01017,2020-12-11,2020-12-10T18:30:00.000Z,2021-06-10T12:00:53.700Z,2021-06-10T12:00:53.700Z,0,,2497.61,11-Dec-2020,,
60c1fee17ad7b20008237237,COFORGE,EQ,N,2511.8,2455.7,2510.0,2481.45,2481.0,2507.6,230710,572945645.35,2814.0,735.35,14698,INE591G01017,2020-12-10,2020-12-09T18:30:00.000Z,2021-06-10T12:00:33.081Z,2021-06-10T12:00:33.081Z,0,,2483.4,10-Dec-2020,,
60c1fecc7ad7b20008236917,COFORGE,EQ,N,2564.55,2474.05,2480.0,2507.6,2509.0,2477.45,746184,1884137857.7,2814.0,735.35,38391,INE591G01017,2020-12-09,2020-12-08T18:30:00.000Z,2021-06-10T12:00:12.122Z,2021-06-10T12:00:12.122Z,0,,2525.03,09-Dec-2020,,
60c1feb657283a0008f16515,COFORGE,EQ,N,2493.0,2411.0,2464.3,2477.45,2474.95,2455.7,394651,970204186.6,2814.0,735.35,21963,INE591G01017,2020-12-08,2020-12-07T18:30:00.000Z,2021-06-10T11:59:50.992Z,2021-06-10T11:59:50.992Z,0,,2458.39,08-Dec-2020,,
60c1fea1f9fddb000867a75f,COFORGE,EQ,N,2485.0,2448.35,2449.9,2455.7,2453.5,2448.15,315825,776896961.4,2814.0,735.35,12670,INE591G01017,2020-12-07,2020-12-06T18:30:00.000Z,2021-06-10T11:59:29.504Z,2021-06-10T11:59:29.504Z,0,,2459.9,07-Dec-2020,,
60c1fe8c6804760008d09d2e,COFORGE,EQ,N,2497.0,2435.8,2497.0,2448.15,2447.0,2484.6,198270,487327034.85,2814.0,735.35,15546,INE591G01017,2020-12-04,2020-12-03T18:30:00.000Z,2021-06-10T11:59:08.125Z,2021-06-10T11:59:08.125Z,0,,2457.9,04-Dec-2020,,
60c1fe776804760008d093e9,COFORGE,EQ,N,2514.0,2451.25,2453.0,2484.6,2480.0,2443.25,754884,1873574891.8,2814.0,735.35,33207,INE591G01017,2020-12-03,2020-12-02T18:30:00.000Z,2021-06-10T11:58:47.302Z,2021-06-10T11:58:47.302Z,0,,2481.94,03-Dec-2020,,
60c1fe627ad7b20008235fcd,COFORGE,EQ,N,2481.6,2407.0,2465.0,2443.25,2445.45,2455.4,351021,859121534.8,2814.0,735.35,18821,INE591G01017,2020-12-02,2020-12-01T18:30:00.000Z,2021-06-10T11:58:26.644Z,2021-06-10T11:58:26.644Z,0,,2447.49,02-Dec-2020,,
60c1fe4d57283a0008f15bcb,COFORGE,EQ,N,2476.2,2385.0,2404.0,2455.4,2451.2,2400.65,315214,768891451.6,2814.0,735.35,23398,INE591G01017,2020-12-01,2020-11-30T18:30:00.000Z,2021-06-10T11:58:05.841Z,2021-06-10T11:58:05.841Z,0,,2439.27,01-Dec-2020,,
60c1fe38f9fddb0008679e3b,COFORGE,EQ,N,2478.95,2393.0,2460.85,2400.65,2405.0,2451.3,286800,696394022.55,2814.0,735.35,16160,INE591G01017,2020-11-27,2020-11-26T18:30:00.000Z,2021-06-10T11:57:44.770Z,2021-06-10T11:57:44.770Z,0,,2428.15,27-Nov-2020,,
