_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TIMESTAMP,TIMESTAMP,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
6920520b13b2f6b6a967bccc,TCS,EQ,N,2025-11-21,2025-11-20T18:30:00.000Z,3170.0,3135.2,3144.8,3150.6,3150.0,3144.8,4177037,13171133172.8,4494.9,2866.6,136571,INE467B01029,2025-11-21T11:50:35.315Z,2025-11-21T11:50:35.315Z,0,,3153.22,21-Nov-2025,
691f008c1263a1000df5e606,TCS,EQ,N,2025-11-20,2025-11-19T18:30:00.000Z,3164.5,3138.1,3148.0,3144.8,3149.8,3147.7,2700767,8512940687.7,4494.9,2866.6,113822,INE467B01029,2025-11-20T11:50:36.025Z,2025-11-20T11:50:36.025Z,0,,3152.05,20-Nov-2025,
691daf0b67472f704cc6c7a1,TCS,EQ,N,2025-11-19,2025-11-18T18:30:00.000Z,3155.0,3083.5,3097.0,3147.7,3147.0,3087.1,3151053,9883820509.8,4494.9,2866.6,160625,INE467B01029,2025-11-19T11:50:35.070Z,2025-11-19T11:50:35.070Z,0,,3136.67,19-Nov-2025,
691c5d8b072b4f56db5acefd,TCS,EQ,N,2025-11-18,2025-11-17T18:30:00.000Z,3105.0,3078.0,3102.0,3087.1,3080.1,3102.2,2548350,7876755648.9,4494.9,2866.6,110903,INE467B01029,2025-11-18T11:50:35.987Z,2025-11-18T11:50:35.987Z,0,,3090.92,18-Nov-2025,
691b0c0b0c4d8b723dd837c3,TCS,EQ,N,2025-11-17,2025-11-16T18:30:00.000Z,3123.5,3086.6,3106.0,3102.2,3100.0,3106.0,2232853,6921546326.9,4494.9,2866.6,96155,INE467B01029,2025-11-17T11:50:35.353Z,2025-11-17T11:50:35.353Z,0,,3099.87,17-Nov-2025,
6917178cf4d0dbf0f2d82d55,TCS,EQ,N,2025-11-14,2025-11-13T18:30:00.000Z,3113.1,3077.3,3090.0,3106.0,3112.0,3105.7,2210794,6843177119.9,4494.9,2866.6,105008,INE467B01029,2025-11-14T11:50:36.031Z,2025-11-14T11:50:36.031Z,0,,3095.35,14-Nov-2025,
6915c60b0d124e42e017538a,TCS,EQ,N,2025-11-13,2025-11-12T18:30:00.000Z,3131.9,3102.0,3131.8,3105.7,3104.8,3131.8,1740435,5418091012.5,4494.9,2866.6,120845,INE467B01029,2025-11-13T11:50:35.710Z,2025-11-13T11:50:35.710Z,0,,3113.07,13-Nov-2025,
6914748bda8ca102cceac03a,TCS,EQ,N,2025-11-12,2025-11-11T18:30:00.000Z,3136.4,3057.1,3060.0,3131.8,3125.1,3047.0,4460315,13892902410.2,4494.9,2866.6,175446,INE467B01029,2025-11-12T11:50:35.404Z,2025-11-12T11:50:35.404Z,0,,3114.78,12-Nov-2025,
6913230b3d2f4586f4928a70,TCS,EQ,N,2025-11-11,2025-11-10T18:30:00.000Z,3055.7,3018.0,3045.0,3047.0,3049.0,3025.2,2806868,8524541738.5,4494.9,2866.6,112361,INE467B01029,2025-11-11T11:50:35.814Z,2025-11-11T11:50:35.814Z,0,,3037.03,11-Nov-2025,
6911f4b3adcae4cfb6bf023b,TCS,EQ,N,2025-11-10,2025-11-09T18:30:00.000Z,3047.9,2992.0,2993.0,3025.2,3025.0,2991.8,1556656,4705008219.7,4494.9,2866.6,78119,INE467B01029,2025-11-10T14:20:35.886Z,2025-11-10T14:20:35.886Z,0,,3022.51,10-Nov-2025,
