_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
641eb9d6c151a800069a8908,BOSCHLTD,EQ,N,18740.05,18550.0,18580.0,18647.95,18600.0,18574.05,21369,398859869.65,27990.0,17873.05,4388,INE323A01026,2015-12-31,2015-12-30T18:30:00.000Z,2023-03-25T09:07:34.088Z,2023-03-25T09:07:34.088Z,0,,18665.35,31-Dec-2015,
641eb9cc3dfde30007ccc0d3,BOSCHLTD,EQ,N,18699.0,18354.65,18525.0,18574.05,18565.0,18549.75,11524,213941551.95,27990.0,17873.05,4152,INE323A01026,2015-12-30,2015-12-29T18:30:00.000Z,2023-03-25T09:07:24.041Z,2023-03-25T09:07:24.041Z,0,,18564.87,30-Dec-2015,
641eb9c24438f60007b588e5,BOSCHLTD,EQ,N,18624.75,18370.45,18439.0,18549.75,18535.0,18410.7,8684,160725106.3,27990.0,17873.05,3240,INE323A01026,2015-12-29,2015-12-28T18:30:00.000Z,2023-03-25T09:07:14.329Z,2023-03-25T09:07:14.329Z,0,,18508.19,29-Dec-2015,
641eb9b74708d5000725567f,BOSCHLTD,EQ,N,18450.0,18250.0,18250.0,18410.7,18414.0,18205.25,12711,233866592.35,27990.0,17873.05,4839,INE323A01026,2015-12-28,2015-12-27T18:30:00.000Z,2023-03-25T09:07:03.642Z,2023-03-25T09:07:03.642Z,0,,18398.76,28-Dec-2015,
641eb9ad1f65df0007b3fb7c,BOSCHLTD,EQ,N,18350.0,18140.0,18210.0,18205.25,18190.0,18217.4,6130,111855836.1,27990.0,17873.05,2094,INE323A01026,2015-12-24,2015-12-23T18:30:00.000Z,2023-03-25T09:06:53.358Z,2023-03-25T09:06:53.358Z,0,,18247.28,24-Dec-2015,
641eb9a34438f60007b58129,BOSCHLTD,EQ,N,18299.0,18127.65,18299.0,18217.4,18200.0,18036.0,9022,164243452.8,27990.0,17873.05,2633,INE323A01026,2015-12-23,2015-12-22T18:30:00.000Z,2023-03-25T09:06:43.498Z,2023-03-25T09:06:43.498Z,0,,18204.77,23-Dec-2015,
641eb9996e7d520007c7546d,BOSCHLTD,EQ,N,18500.0,17873.05,18380.0,18036.0,18035.0,18287.4,46292,842670872.6,27990.0,17873.05,6237,INE323A01026,2015-12-22,2015-12-21T18:30:00.000Z,2023-03-25T09:06:33.382Z,2023-03-25T09:06:33.382Z,0,,18203.38,22-Dec-2015,
641eb98f1f65df0007b3f4a1,BOSCHLTD,EQ,N,18399.9,18225.0,18399.9,18287.4,18251.0,18215.55,11981,219211777.1,27990.0,18005.0,3331,INE323A01026,2015-12-21,2015-12-20T18:30:00.000Z,2023-03-25T09:06:23.292Z,2023-03-25T09:06:23.292Z,0,,18296.62,21-Dec-2015,
641eb985341dfa0007d13481,BOSCHLTD,EQ,N,18499.0,18155.0,18301.0,18215.55,18191.8,18341.45,34004,621210349.2,27990.0,18005.0,9675,INE323A01026,2015-12-18,2015-12-17T18:30:00.000Z,2023-03-25T09:06:13.135Z,2023-03-25T09:06:13.135Z,0,,18268.74,18-Dec-2015,
641eb97b486b7000063407cf,BOSCHLTD,EQ,N,18980.0,18200.0,18900.0,18341.45,18330.0,18718.2,27310,503227167.45,27990.0,18005.0,8446,INE323A01026,2015-12-17,2015-12-16T18:30:00.000Z,2023-03-25T09:06:03.068Z,2023-03-25T09:06:03.068Z,0,,18426.48,17-Dec-2015,
641eb970d4c2be00075ac18d,BOSCHLTD,EQ,N,19112.0,18640.35,18900.0,18718.2,18755.0,18840.4,19315,364316198.35,27990.0,18005.0,6996,INE323A01026,2015-12-16,2015-12-15T18:30:00.000Z,2023-03-25T09:05:52.971Z,2023-03-25T09:05:52.971Z,0,,18861.83,16-Dec-2015,
641eb9664708d50007254efe,BOSCHLTD,EQ,N,18900.0,18125.3,18180.0,18840.4,18775.05,18211.95,27036,502945430.55,27990.0,18005.0,9033,INE323A01026,2015-12-15,2015-12-14T18:30:00.000Z,2023-03-25T09:05:42.869Z,2023-03-25T09:05:42.869Z,0,,18602.8,15-Dec-2015,
641eb95c55d8040007c0a09d,BOSCHLTD,EQ,N,18450.0,18005.0,18348.85,18211.95,18150.0,18221.95,16082,292766058.4,27990.0,18005.0,5819,INE323A01026,2015-12-14,2015-12-13T18:30:00.000Z,2023-03-25T09:05:32.735Z,2023-03-25T09:05:32.735Z,0,,18204.58,14-Dec-2015,
641eb952d72c3f000754dca4,BOSCHLTD,EQ,N,18773.8,18063.85,18773.8,18221.95,18149.85,18593.45,14380,264043062.85,27990.0,18063.85,4727,INE323A01026,2015-12-11,2015-12-10T18:30:00.000Z,2023-03-25T09:05:22.823Z,2023-03-25T09:05:22.823Z,0,,18361.83,11-Dec-2015,
641eb9484438f60007b579ae,BOSCHLTD,EQ,N,18750.0,18330.35,18400.0,18593.45,18740.0,18342.05,13044,241754848.15,27990.0,18112.75,4594,INE323A01026,2015-12-10,2015-12-09T18:30:00.000Z,2023-03-25T09:05:12.554Z,2023-03-25T09:05:12.554Z,0,,18533.8,10-Dec-2015,
641eb93e4334450007b5be73,BOSCHLTD,EQ,N,18535.95,18310.1,18509.3,18342.05,18331.0,18509.3,13726,252237263.6,27990.0,18112.75,4729,INE323A01026,2015-12-09,2015-12-08T18:30:00.000Z,2023-03-25T09:05:02.427Z,2023-03-25T09:05:02.427Z,0,,18376.6,09-Dec-2015,
641eb934353f0e0007d287e5,BOSCHLTD,EQ,N,18630.0,18405.75,18500.0,18509.3,18547.0,18496.05,8937,165767731.8,27990.0,18112.75,3268,INE323A01026,2015-12-08,2015-12-07T18:30:00.000Z,2023-03-25T09:04:52.401Z,2023-03-25T09:04:52.401Z,0,,18548.48,08-Dec-2015,
641eb92a6e7d520007c74cc9,BOSCHLTD,EQ,N,18670.0,18400.0,18450.0,18496.05,18470.0,18376.35,12853,237794357.95,27990.0,18112.75,4720,INE323A01026,2015-12-07,2015-12-06T18:30:00.000Z,2023-03-25T09:04:42.243Z,2023-03-25T09:04:42.243Z,0,,18501.08,07-Dec-2015,
641eb9204438f60007b5724f,BOSCHLTD,EQ,N,18542.7,18319.35,18493.5,18376.35,18380.0,18493.65,13001,239115241.35,27990.0,18112.75,4426,INE323A01026,2015-12-04,2015-12-03T18:30:00.000Z,2023-03-25T09:04:32.184Z,2023-03-25T09:04:32.184Z,0,,18392.07,04-Dec-2015,
641eb916be69c00007c38e33,BOSCHLTD,EQ,N,18629.9,18381.0,18593.0,18493.65,18580.0,18593.8,18003,332861379.55,27990.0,18112.75,5416,INE323A01026,2015-12-03,2015-12-02T18:30:00.000Z,2023-03-25T09:04:22.155Z,2023-03-25T09:04:22.155Z,0,,18489.22,03-Dec-2015,
641eb90ca077ee000756d1ac,BOSCHLTD,EQ,N,18686.85,18440.0,18602.15,18593.8,18550.0,18692.05,31061,575505922.0,27990.0,18112.75,4892,INE323A01026,2015-12-02,2015-12-01T18:30:00.000Z,2023-03-25T09:04:12.121Z,2023-03-25T09:04:12.121Z,0,,18528.25,02-Dec-2015,
641eb90128313b0007cca60a,BOSCHLTD,EQ,N,18900.0,18620.0,18850.0,18692.05,18720.0,18650.95,33294,622820135.15,27990.0,18112.75,4941,INE323A01026,2015-12-01,2015-11-30T18:30:00.000Z,2023-03-25T09:04:01.948Z,2023-03-25T09:04:01.948Z,0,,18706.68,01-Dec-2015,
641eb8f7adde0b0007cfd8f8,BOSCHLTD,EQ,N,19057.9,18550.0,18898.8,18650.95,18721.6,18863.1,43408,814898493.25,27990.0,18112.75,12233,INE323A01026,2015-11-30,2015-11-29T18:30:00.000Z,2023-03-25T09:03:51.935Z,2023-03-25T09:03:51.935Z,0,,18773.0,30-Nov-2015,
641eb8edd72c3f000754d53a,BOSCHLTD,EQ,N,19000.0,18389.7,18550.0,18863.1,18900.0,18447.05,36665,689441076.45,27990.0,17700.0,7502,INE323A01026,2015-11-27,2015-11-26T18:30:00.000Z,2023-03-25T09:03:41.718Z,2023-03-25T09:03:41.718Z,0,,18803.79,27-Nov-2015,
641eb8e317bd4600074b94b3,BOSCHLTD,EQ,N,18650.0,18112.75,18400.05,18447.05,18475.0,18435.75,38416,706209461.75,27990.0,17700.0,11807,INE323A01026,2015-11-26,2015-11-25T18:30:00.000Z,2023-03-25T09:03:31.606Z,2023-03-25T09:03:31.606Z,0,,18383.21,26-Nov-2015,
641eb8d9353f0e0007d28055,BOSCHLTD,EQ,N,18699.0,18290.2,18649.0,18435.75,18459.0,19014.05,60582,1120520752.7,27990.0,17700.0,11603,INE323A01026,2015-11-24,2015-11-23T18:30:00.000Z,2023-03-25T09:03:21.546Z,2023-03-25T09:03:21.546Z,0,,18495.94,24-Nov-2015,
641eb8cfadde0b0007cfd129,BOSCHLTD,EQ,N,19200.0,18900.0,19101.0,19014.05,19000.05,19049.7,13627,259641244.45,27990.0,17700.0,4560,INE323A01026,2015-11-23,2015-11-22T18:30:00.000Z,2023-03-25T09:03:11.431Z,2023-03-25T09:03:11.431Z,0,,19053.44,23-Nov-2015,
641eb8c5486b70000634004d,BOSCHLTD,EQ,N,19419.95,18498.85,19000.0,19049.7,19010.0,19200.0,61157,1163988228.5,27990.0,16628.4,17132,INE323A01026,2015-11-20,2015-11-19T18:30:00.000Z,2023-03-25T09:03:01.281Z,2023-03-25T09:03:01.281Z,0,,19032.79,20-Nov-2015,
641eb8bbd72c3f000754cdb7,BOSCHLTD,EQ,N,19384.25,19081.15,19225.0,19200.0,19180.1,19135.5,22297,428044524.25,27990.0,16628.4,5800,INE323A01026,2015-11-19,2015-11-18T18:30:00.000Z,2023-03-25T09:02:51.223Z,2023-03-25T09:02:51.223Z,0,,19197.4,19-Nov-2015,
