_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
641e9447ff5c30000704e2ee,PFC,EQ,N,118.8,112.6,114.4,117.9,117.65,114.2,14907807,1729181811.95,138.75,90.45,27863,INE134E01011,2019-12-31,2019-12-30T18:30:00.000Z,2023-03-25T06:27:19.832Z,2023-03-25T06:27:19.832Z,0,,115.99,31-Dec-2019,
641e94b717bd4600074aa271,PFC,EQ,N,115.6,113.0,115.3,114.2,114.05,115.05,1815107,206897363.2,138.75,90.45,8581,INE134E01011,2019-12-30,2019-12-29T18:30:00.000Z,2023-03-25T06:29:11.083Z,2023-03-25T06:29:11.083Z,0,,113.99,30-Dec-2019,
641e94155510ab0007ecbb14,PFC,EQ,N,115.95,111.25,111.5,115.05,115.25,111.1,5283764,606136528.8,138.75,90.45,17422,INE134E01011,2019-12-27,2019-12-26T18:30:00.000Z,2023-03-25T06:26:29.098Z,2023-03-25T06:26:29.098Z,0,,114.72,27-Dec-2019,
641e94cbc151a8000699de0e,PFC,EQ,N,112.65,110.8,111.95,111.1,111.5,111.95,4834531,539527568.5,138.75,90.45,9631,INE134E01011,2019-12-26,2019-12-25T18:30:00.000Z,2023-03-25T06:29:31.114Z,2023-03-25T06:29:31.114Z,0,,111.6,26-Dec-2019,
641e9464a077ee000755f2b7,PFC,EQ,N,113.15,111.65,111.9,111.95,111.85,111.85,2774151,311317129.5,138.75,90.45,6912,INE134E01011,2019-12-24,2019-12-23T18:30:00.000Z,2023-03-25T06:27:48.994Z,2023-03-25T06:27:48.994Z,0,,112.22,24-Dec-2019,
641e946f55d8040007bfcefb,PFC,EQ,N,113.95,111.4,113.0,111.85,111.8,113.3,2896269,325605548.65,138.75,90.45,8833,INE134E01011,2019-12-23,2019-12-22T18:30:00.000Z,2023-03-25T06:27:59.460Z,2023-03-25T06:27:59.460Z,0,,112.42,23-Dec-2019,
641e94984708d5000724459b,PFC,EQ,N,114.35,112.8,113.15,113.3,113.0,113.35,2270825,257551182.0,138.75,90.45,7877,INE134E01011,2019-12-20,2019-12-19T18:30:00.000Z,2023-03-25T06:28:40.351Z,2023-03-25T06:28:40.351Z,0,,113.42,20-Dec-2019,
641e94292405c5000796da5f,PFC,EQ,N,114.5,112.3,113.1,113.35,113.15,113.3,1374919,156224969.9,138.75,90.45,5306,INE134E01011,2019-12-19,2019-12-18T18:30:00.000Z,2023-03-25T06:26:49.277Z,2023-03-25T06:26:49.277Z,0,,113.62,19-Dec-2019,
641e948e4334450007b4e919,PFC,EQ,N,115.6,112.4,114.7,113.3,113.3,114.75,2218119,251909215.65,138.75,90.45,11235,INE134E01011,2019-12-18,2019-12-17T18:30:00.000Z,2023-03-25T06:28:30.357Z,2023-03-25T06:28:30.357Z,0,,113.57,18-Dec-2019,
641e94d5a077ee0007560b18,PFC,EQ,N,115.2,113.25,114.1,114.75,114.8,114.7,4153587,475429094.2,138.75,90.45,21320,INE134E01011,2019-12-17,2019-12-16T18:30:00.000Z,2023-03-25T06:29:41.723Z,2023-03-25T06:29:41.723Z,0,,114.46,17-Dec-2019,
